id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
68652,0.22714,tcp,-,FIN,10,6,1320,268,66.038568,254,252,41842.03516,7889.407715,2,1,25.237778,43.103,1199.977016,64.345129,255,1922622221,1269237455,255,0.057485,0.010566,0.046919,132,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Exploits,1
14189,0.042974,tcp,-,FIN,48,50,2974,30506,2257.178815,31,29,542281.375,5565412.0,7,18,0.907723,0.901957,61.244689,60.759246,255,474353280,474661932,255,0.000696,0.000573,0.000123,62,610,0,0,7,0,5,1,1,3,0,0,0,4,8,0,Normal,0
143082,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,16,16,16,16,0,0,0,17,16,0,Generic,1
37532,0.001013,udp,dns,CON,2,2,146,178,2961.500406,31,29,576505.4375,702862.75,0,0,0.009,0.001,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,5,1,1,2,0,0,0,2,4,0,Normal,0
50834,0.19745,tcp,-,FIN,10,6,534,268,75.968601,254,252,19488.47852,9075.71582,2,1,20.936556,34.164801,1112.120972,57.680188,255,2692681843,3955237318,255,0.04555,0.026618,0.018932,53,45,0,0,13,1,3,3,1,13,0,0,0,3,13,0,Fuzzers,1
174294,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,17,17,17,23,0,0,0,17,23,0,Generic,1
146592,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,22,2,18,17,17,22,0,0,0,18,22,0,Generic,1
38711,0.485837,tcp,smtp,FIN,52,42,37492,3380,191.422221,31,29,605487.0,54339.21094,18,8,9.51951,11.837951,773.983157,25.457568,255,92175358,2242770203,255,0.000598,0.000475,0.000123,721,80,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Normal,0
161094,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,33,33,16,33,0,0,0,34,33,0,Generic,1
15384,0.001034,udp,dns,CON,2,2,146,178,2901.354085,31,29,564796.9375,688588.0625,0,0,0.003,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,1,1,1,2,0,0,0,2,4,0,Normal,0
132157,1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,8,8,8,16,0,0,0,8,16,0,Generic,1
43658,9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,4,2,2,1,1,3,0,0,0,2,3,0,Normal,0
70849,9e-06,pri-enc,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0,DoS,1
44398,0.73699,tcp,-,FIN,12,8,3678,354,25.780541,254,252,36602.94141,3365.039062,3,1,66.999089,88.462289,4202.468114,147.248406,255,3809620949,3684992302,255,0.210712,0.091634,0.119078,307,44,0,0,12,1,2,2,1,12,0,0,0,2,13,0,Normal,0
148746,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,15,15,15,16,0,0,0,16,16,0,Generic,1
131411,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,16,16,16,28,0,0,0,17,28,0,Generic,1
117081,2.871103,tcp,http,FIN,10,10,854,1302,6.617666,62,252,2142.730469,3265.643799,2,2,319.011444,301.302875,23188.91539,498.78825,255,2342584645,4255437997,255,0.261233,0.158752,0.102481,85,130,1,187,3,1,2,2,2,4,0,0,4,2,3,0,Analysis,1
4998,0.057963,tcp,-,FIN,40,42,2558,23162,1397.443227,31,29,344357.625,3120749.5,7,14,1.558297,1.4358,92.270902,89.010319,255,1932656036,1982162477,255,0.000652,0.000528,0.000124,64,551,0,0,4,0,4,1,1,1,0,0,0,3,6,0,Normal,0
95426,3e-06,i-nlsp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,4,1,1,15,0,0,0,4,8,0,Exploits,1
16589,0.036827,tcp,-,FIN,122,126,7814,14990,6707.035286,31,29,1683547.375,3230673.0,30,32,0.325813,0.29052,21.84144,0.492116,255,2438278739,2443509673,255,0.000635,0.000506,0.000129,64,119,0,0,12,0,4,1,1,1,0,0,0,4,6,0,Normal,0
35309,0.00499,tcp,ftp-data,FIN,8,12,424,8824,3807.615374,31,29,594789.625,12968337.0,1,4,0.668286,0.408182,42.550994,21.556571,255,3462205717,3469690247,255,0.000612,0.000496,0.000116,53,735,0,0,3,0,7,1,1,6,0,0,0,6,3,0,Normal,0
84584,1.138246,tcp,-,FIN,10,6,756,268,13.17817,254,252,4786.311523,1574.352051,2,1,122.040889,203.911406,7097.678604,322.278281,255,2476931740,880894584,255,0.231475,0.118686,0.112789,76,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
97870,0.822984,tcp,ftp-data,FIN,8,10,364,3754,20.656538,62,252,3100.910889,32846.32422,1,3,117.436567,83.628222,8051.31106,7078.598255,255,1071204516,409555034,255,0.125597,0.070324,0.055273,46,375,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
71991,5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,Exploits,1
40417,0.030911,tcp,-,FIN,72,74,4222,64070,4690.886672,31,29,1077674.625,16357931.0,7,30,0.436857,0.415,22.95342,22.64281,255,2137727017,2138030880,255,0.000748,0.000607,0.000141,59,866,0,0,4,0,8,1,1,1,0,0,0,2,14,0,Normal,0
51294,0.838846,tcp,ftp-data,FIN,8,8,364,864,17.881708,62,252,3042.274658,7209.904785,1,2,119.835147,104.547289,7252.604552,185.398641,255,4271023167,2949254357,255,0.206953,0.088187,0.118766,46,108,0,0,1,1,2,1,1,2,0,0,0,2,1,0,Exploits,1
108097,9e-06,sprite-rpc,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,Exploits,1
138597,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,28,28,15,28,0,0,0,28,28,0,Generic,1
172768,1.395152,tcp,-,FIN,10,8,532,354,12.185052,254,252,2746.654297,1777.584106,2,1,151.827222,179.210281,9109.266497,363.927687,255,820437635,1852925318,255,0.186093,0.140671,0.045422,53,44,0,0,1,1,2,1,1,1,0,0,0,1,1,0,Fuzzers,1
56607,4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,2,4,0,DoS,1
134564,1.729034,tcp,ftp-data,FIN,8,12,364,8882,10.988795,62,252,1475.96875,37671.90234,1,4,246.864991,150.806545,17686.32252,13741.82091,255,3284722857,2091950526,255,0.166367,0.070153,0.096214,46,740,0,0,1,1,2,1,1,2,0,0,0,2,1,0,Exploits,1
75796,4e-06,visa,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,7,0,0,0,3,7,0,Exploits,1
22329,0.021886,tcp,-,FIN,48,50,2958,33044,4432.05694,31,29,1058941.75,11837339.0,7,18,0.468978,0.436102,28.660212,27.109105,255,3909259738,3935340511,255,0.000639,0.000515,0.000124,62,661,0,0,7,0,1,1,1,1,0,0,0,1,10,0,Normal,0
68397,1.016897,tcp,-,FIN,18,16,1138,703,32.451665,254,252,8457.100586,5192.266602,6,6,59.817471,64.766602,2953.01287,79.221867,255,3975492442,1740102814,255,0.111343,0.044722,0.066621,63,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
57012,5e-06,ipv6-opts,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,3,3,3,3,0,0,0,4,3,0,Exploits,1
46942,0.453904,tcp,-,CON,6,2,978,86,15.421763,62,252,14364.27051,757.869507,2,1,90.7808,0.007,4538.372787,0.0,255,3699412711,2378440486,255,0.223809,0.17071,0.053099,163,43,0,0,3,3,2,2,1,3,0,0,0,2,3,0,Normal,0
164083,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,19,17,17,33,0,0,0,17,33,0,Generic,1
120739,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,13,12,12,26,0,0,0,12,26,0,Generic,1
84208,0.263081,tcp,http,FIN,10,8,828,1344,64.618878,62,252,22685.02734,35760.84766,2,2,29.231222,33.428715,1412.385782,46.534227,255,3176393972,611719022,255,0.081734,0.028409,0.053325,83,168,1,254,1,1,1,1,1,1,0,0,1,2,1,0,Exploits,1
39839,0.300595,tcp,-,FIN,74,74,4326,64070,489.030114,31,29,113588.0547,1682130.5,7,30,4.112863,4.109781,253.586017,6.913826,255,3185434177,1040374454,255,0.000694,0.00058,0.000114,58,866,0,0,7,0,1,1,1,1,0,0,0,2,6,0,Normal,0
149233,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,15,2,13,12,12,15,0,0,0,12,15,0,Generic,1
22622,0.046361,tcp,ftp-data,FIN,6,8,320,1932,280.408106,31,29,46073.20703,291797.0,1,2,9.211,6.545429,641.048541,15.740188,255,2071227063,2088023611,255,0.000712,0.00054,0.000172,53,242,0,0,3,0,3,1,1,9,0,0,0,4,3,0,Normal,0
133158,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,32,32,15,32,0,0,0,32,32,0,Generic,1
24677,0.039757,tcp,-,FIN,48,50,2958,33044,2439.822015,31,29,582941.375,6516387.5,7,18,0.876667,0.80002,61.948747,58.865984,255,4219008311,2088426360,255,0.000693,0.00055,0.000143,62,661,0,0,7,0,6,1,1,1,0,0,0,5,7,0,Normal,0
26416,0.648664,tcp,-,FIN,28,30,4480,3080,87.872921,31,29,53278.73828,36727.79688,7,7,24.012964,22.348896,1361.894567,34.988848,255,662206068,959640425,255,0.000668,0.000543,0.000125,160,103,0,0,10,0,3,1,1,7,0,0,0,3,5,0,Normal,0
50800,5e-06,skip,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,DoS,1
44499,0.336488,tcp,http,FIN,10,6,694,268,44.578112,254,252,14859.37012,5325.598633,2,1,36.471,59.208199,2433.719629,108.830508,255,380547958,1674562919,255,0.075127,0.040441,0.034686,69,45,0,0,4,1,3,3,1,4,0,0,0,3,4,0,Normal,0
57576,0.497505,tcp,-,FIN,10,6,532,268,30.15045,254,252,7702.435059,3601.973877,2,1,55.179333,68.58,3119.734837,115.883375,255,357221422,321398536,255,0.249837,0.154599,0.095238,53,45,0,0,6,1,2,2,1,5,0,0,0,2,5,0,Fuzzers,1
137044,36.410484,sctp,-,CON,250,24,248562,1652,7.49784,254,60,54394.88281,348.031616,0,0,146.226828,472.506875,217.958844,517.294969,0,0,0,0,0.0,0.0,0.0,994,69,0,0,1,0,1,1,1,1,0,0,0,34,1,0,DoS,1
24708,0.070514,tcp,-,FIN,72,74,4238,63516,2056.329212,31,29,474232.0625,7108716.0,7,30,1.002829,0.950699,67.847032,66.564439,255,2194680474,2194998132,255,0.001269,0.001104,0.000165,59,858,0,0,4,0,2,1,1,1,0,0,0,2,5,0,Normal,0
121663,59.879597,ospf,-,INT,128,0,34816,0,2.120923,254,0,4615.12793,0.0,0,0,471.492656,0.0,562.680187,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,2,1,1,1,28,0,0,0,1,1,0,Fuzzers,1
15745,0.001798,udp,-,CON,4,4,544,304,3893.214783,31,29,1815350.375,1014460.563,0,0,0.460667,0.225667,0.645118,0.312784,0,0,0,0,0.0,0.0,0.0,136,76,0,0,9,0,3,1,1,3,0,0,0,3,7,0,Normal,0
104043,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,3,6,0,Analysis,1
122158,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,24,2,10,10,10,24,0,0,0,10,24,0,Generic,1
112410,9e-06,fc,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,DoS,1
99410,4e-06,rdp,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,DoS,1
58716,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,1,1,1,7,0,0,0,1,7,0,DoS,1
100598,1.702111,tcp,-,FIN,60,14,68193,612,42.88792,254,252,315170.9688,2674.326172,27,1,27.973949,121.132617,2987.865186,205.198719,255,2061050804,3375976876,255,0.286037,0.127379,0.158658,1137,44,1,0,3,1,1,2,1,1,0,0,1,2,2,0,Fuzzers,1
20248,0.024219,tcp,smtp,FIN,54,42,37914,3380,3922.540039,31,29,12291837.0,1090053.25,19,8,0.46798,0.578902,26.327681,1.018056,255,2055341976,2056337320,255,0.000602,0.00048,0.000122,702,80,0,0,2,0,2,1,1,1,0,0,0,2,1,0,Normal,0
109066,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.632,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
145092,2.420246,tcp,-,FIN,12,10,994,836,8.676804,254,252,3014.569824,2489.003418,3,2,219.960006,255.819437,14279.05495,581.412187,255,670574197,1560727963,255,0.301084,0.117865,0.183219,83,84,0,0,4,1,1,1,1,1,0,0,0,2,1,0,Fuzzers,1
2681,0.018015,tcp,-,FIN,16,18,1540,1644,1831.806918,31,29,641243.4375,689647.5625,4,4,1.1812,1.033471,71.51709,2.110047,255,1324921733,1329290783,255,0.000561,0.000441,0.00012,96,91,0,0,8,0,7,6,1,6,0,0,0,8,11,0,Normal,0
104403,6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,4,4,4,5,0,0,0,4,5,0,DoS,1
68563,1.5e-05,sun-nd,-,INT,1,0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,4,2,2,2,2,4,0,0,0,4,4,0,DoS,1
20190,0.006102,tcp,-,FIN,22,24,1958,2308,7374.631392,31,29,2450344.25,2900032.75,6,6,0.273571,0.240391,16.752366,14.344513,255,1713409930,3859097174,255,0.000694,0.000564,0.00013,89,96,0,0,7,0,8,2,1,4,0,0,0,2,6,0,Normal,0
3456,0.001052,udp,dns,CON,2,2,146,178,2851.711087,31,29,555133.0625,676806.125,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,4,1,1,3,0,0,0,4,3,0,Normal,0
106598,0.743089,tcp,-,FIN,16,8,9514,354,30.951877,254,252,96031.5625,3337.419678,5,1,48.697865,94.37943,3517.793765,165.397219,255,2403163712,1185275777,255,0.159341,0.082428,0.076913,595,44,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Normal,0
148437,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,8,2,8,8,8,8,0,0,0,8,8,0,Generic,1
143509,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,19,2,24,16,16,19,0,0,0,16,27,0,Generic,1
48197,1.714032,tcp,-,FIN,34,12,36414,526,26.253885,254,252,164958.4063,2254.333496,13,0,2950.628263,8357.39,534917.3028,27222.634,255,784428048,3729564754,255,0.131929,0.074296,0.057633,1071,44,0,0,3,1,2,3,2,2,0,0,0,3,2,0,Fuzzers,1
81246,56.138653,ospf,-,INT,8,0,512,0,0.124691,254,0,63.84193,0.0,0,0,8019.808,0.0,10433.724,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,2,1,1,1,1,0,0,0,3,1,0,Exploits,1
167671,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,2,8,8,8,25,0,0,0,8,25,0,Generic,1
144483,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,44,2,33,33,16,44,0,0,0,33,44,0,Generic,1
56347,0.9122,tcp,-,FIN,10,8,642,354,18.636265,254,252,5069.063965,2718.702148,2,1,98.010778,118.28957,5434.627932,228.907844,255,303414723,3373872159,255,0.150007,0.084171,0.065836,64,44,0,0,13,1,1,1,1,4,0,0,0,5,4,0,Fuzzers,1
2528,0.003893,tcp,http,FIN,8,10,1052,824,4366.812144,31,29,1892627.75,1524788.0,2,2,0.507286,0.372111,32.437404,0.672167,255,3105132936,960792441,255,0.000663,0.00054,0.000123,132,82,1,83,2,0,2,2,1,2,0,0,1,8,1,0,Normal,0
74616,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,DoS,1
153108,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,16,16,9,18,0,0,0,16,18,0,Generic,1
121426,1.670188,tcp,http,FIN,34,170,1782,217067,121.543207,62,252,8286.492188,1033613.0,2,83,50.611758,9.657266,2476.596597,1173.70692,255,1763881624,1590200153,255,0.086429,0.037324,0.049105,52,1277,1,104877,1,1,2,1,1,1,0,0,1,1,1,0,DoS,1
139573,4.737405,tcp,ftp,FIN,26,22,1330,1624,9.921044,62,252,2159.832275,2619.155518,7,9,189.4962,218.023518,10371.13731,13546.27938,255,3161545739,3123260202,255,0.314977,0.158213,0.156764,51,74,0,0,1,1,1,1,1,2,1,1,0,1,1,0,Exploits,1
92172,5e-06,dgp,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,6,3,3,17,0,0,0,6,12,0,Reconnaissance,1
162913,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,21,2,16,16,16,21,0,0,0,16,21,0,Generic,1
